Employee_ID,Age,Department,Job_Role,Education_Level,Marital_Status,Job_Tenure,Distance_From_Home,gender_cleaned,attrition,Exit_Interview_Score,TenureBucket,Performance_Rating,Last_Promotion_Year,Training_Hours,Work_Life_Balance,Job_Satisfaction,YearsSincePromotion,TrainingIntensity,LowSatisfaction,PoorWorkLifeBalance,AttritionFlag,GrowthIndex
200,52,Finance,HR Specialist,Bachelor's,Single,1,19,female,False,,Junior,1,2021,86,2,5,4,17.2,False,True,0,43.2
201,39,Finance,HR Specialist,Master's,Married,12,36,male,False,,Senior,3,2021,136,5,4,4,27.2,False,False,0,11.061538461538461
202,45,Finance,HR Specialist,PhD,Married,5,18,male,False,,Senior,3,2010,97,5,1,15,6.0625,True,False,0,16.76666666666667
203,23,HR,Marketing Lead,PhD,Single,19,39,female,False,,Senior,4,2021,22,4,3,4,4.4,False,False,0,1.9000000000000001
204,43,Sales,Senior Developer,Master's,Single,5,7,genderqueer,False,,Senior,4,2013,154,4,5,12,11.846153846153847,False,False,0,26.46666666666667
205,41,Sales,Data Analyst,PhD,Single,10,4,male,False,,Senior,5,2018,142,1,3,7,17.75,False,True,0,13.909090909090908
206,41,Marketing,Senior Developer,Bachelor's,Single,1,11,male,False,,Junior,2,2012,144,4,3,13,10.285714285714286,False,False,0,72.4
207,39,IT,HR Specialist,Master's,Divorced,16,21,genderqueer,False,,Senior,4,2018,158,4,2,7,19.75,True,False,0,10.094117647058825
208,53,HR,Senior Developer,Bachelor's,Divorced,12,49,female,False,,Senior,3,2021,140,4,3,4,28.0,False,False,0,11.36923076923077
209,28,HR,Senior Developer,Master's,Single,11,25,female,False,,Senior,5,2017,119,1,3,8,13.222222222222221,False,True,0,10.916666666666666
210,36,IT,Marketing Lead,Bachelor's,Married,8,12,female,False,5.0,Senior,5,2012,83,3,4,13,5.928571428571429,False,False,0,10.222222222222221
211,30,IT,HR Specialist,Bachelor's,Single,14,23,female,False,,Senior,3,2013,92,4,5,12,7.076923076923077,False,False,0,6.733333333333333
212,41,Finance,Developer,Bachelor's,Married,14,48,male,False,,Senior,3,2024,108,3,4,1,54.0,False,False,0,7.8
213,50,HR,HR Specialist,Master's,Married,13,44,male,True,4.0,Senior,1,2020,91,1,1,5,15.166666666666666,True,True,1,6.7
213,50,HR,HR Specialist,Master's,Married,13,44,male,False,2.0,Senior,1,2020,91,1,1,5,15.166666666666666,True,True,0,6.7
214,42,HR,Senior Developer,PhD,Divorced,18,35,male,False,,Senior,4,2020,55,5,3,5,9.166666666666666,False,False,0,3.6947368421052635
215,39,IT,Developer,Bachelor's,Divorced,10,36,female,False,,Senior,5,2023,46,4,5,2,15.333333333333334,False,False,0,5.181818181818182
216,48,IT,Data Analyst,Master's,Married,11,39,male,True,2.0,Senior,4,2012,20,5,3,13,1.4285714285714286,False,False,1,2.466666666666667
216,48,IT,Data Analyst,Master's,Married,11,39,male,True,1.0,Senior,4,2012,20,5,3,13,1.4285714285714286,False,False,1,2.466666666666667
217,60,Sales,Senior Developer,Bachelor's,Married,19,26,male,False,,Senior,3,2014,198,3,1,11,16.5,True,False,0,10.5
218,27,Finance,Senior Developer,Bachelor's,Single,1,31,female,False,,Junior,1,2020,197,4,3,5,32.833333333333336,False,False,0,98.7
219,34,Marketing,Manager,Master's,Single,19,38,female,False,,Senior,5,2014,63,3,4,11,5.25,False,False,0,4.15
220,50,Finance,Manager,Master's,Single,2,9,male,False,,Junior,1,2021,120,5,1,4,24.0,True,False,0,40.2
221,35,HR,Data Analyst,PhD,Married,5,17,female,False,,Senior,2,2024,142,3,5,1,71.0,False,False,0,24.066666666666666
222,48,Operations,Manager,Master's,Single,5,1,female,False,,Senior,5,2010,81,1,2,15,5.0625,True,True,0,14.5
223,53,Sales,Senior Developer,Bachelor's,Married,11,44,female,False,,Senior,1,2022,157,2,1,3,39.25,True,True,0,13.283333333333333
224,55,Operations,Data Analyst,Master's,Single,19,33,female,True,2.0,Senior,2,2017,167,4,2,8,18.555555555555557,True,False,1,8.75
225,45,IT,HR Specialist,Master's,Married,20,46,female,False,,Senior,1,2019,90,5,4,6,12.857142857142858,False,False,0,4.485714285714286
226,25,Marketing,Data Analyst,Bachelor's,Divorced,20,10,male,False,,Senior,3,2021,35,4,1,4,7.0,True,False,0,2.2666666666666666
227,54,HR,HR Specialist,Bachelor's,Divorced,19,43,female,False,,Senior,4,2013,98,1,1,12,7.538461538461538,True,True,0,5.7
228,32,Marketing,Senior Developer,Bachelor's,Married,13,9,female,False,,Senior,2,2011,82,2,5,14,5.466666666666667,False,True,0,6.257142857142857
229,26,Operations,Manager,Bachelor's,Divorced,13,10,male,False,,Senior,5,2011,52,1,3,14,3.466666666666667,False,True,0,4.714285714285714
230,41,Operations,Senior Developer,Bachelor's,Married,7,25,female,False,,Senior,4,2010,40,3,2,15,2.5,True,False,0,5.8
231,54,Finance,Data Analyst,Master's,Divorced,13,37,agender,False,,Senior,1,2012,83,5,3,13,5.928571428571429,False,False,0,6.128571428571429
232,47,Sales,HR Specialist,Master's,Divorced,3,48,male,False,,Mid,2,2019,80,3,3,6,11.428571428571429,False,False,0,20.4
233,30,Finance,HR Specialist,Master's,Divorced,18,18,female,False,,Senior,4,2024,134,2,4,1,67.0,False,True,0,7.852631578947368
234,55,Operations,Data Analyst,Master's,Divorced,13,4,male,False,,Senior,4,2011,122,5,4,14,8.133333333333333,False,False,0,9.514285714285714
235,58,IT,Marketing Lead,Master's,Single,7,47,female,False,3.0,Senior,1,2018,67,5,5,7,8.375,False,False,0,8.575
236,23,Sales,HR Specialist,Bachelor's,Single,16,41,female,False,,Senior,3,2011,53,4,1,14,3.533333333333333,True,False,0,3.7176470588235295
237,33,Operations,Marketing Lead,Master's,Single,4,24,female,False,1.0,Mid,4,2013,83,4,5,12,6.384615384615385,False,False,0,17.400000000000002
238,34,Finance,Senior Developer,Bachelor's,Divorced,11,46,male,False,,Senior,4,2013,76,1,2,12,5.846153846153846,True,True,0,7.133333333333333
239,34,Marketing,HR Specialist,Bachelor's,Divorced,19,50,female,False,,Senior,5,2011,165,4,4,14,11.0,False,False,0,9.25
240,25,Sales,Marketing Lead,Bachelor's,Divorced,15,16,female,False,,Senior,4,2017,37,3,5,8,4.111111111111111,False,False,0,3.1125
241,37,Sales,HR Specialist,Master's,Single,10,44,genderqueer,False,1.0,Senior,1,2010,69,1,2,15,4.3125,True,True,0,6.472727272727273
242,24,IT,Marketing Lead,Master's,Divorced,3,39,female,False,3.0,Mid,1,2023,180,1,2,2,60.0,True,True,0,45.2
243,51,IT,HR Specialist,PhD,Divorced,6,27,female,False,2.0,Senior,2,2018,81,4,2,7,10.125,True,False,0,11.971428571428572
244,25,Marketing,HR Specialist,PhD,Single,4,46,male,False,,Mid,1,2017,46,4,1,8,5.111111111111111,True,False,0,9.399999999999999
245,45,Marketing,Developer,Master's,Single,18,30,male,False,,Senior,4,2016,34,3,2,9,3.4,True,False,0,2.5894736842105264
246,34,Sales,Senior Developer,Bachelor's,Married,6,12,female,False,,Senior,4,2010,62,1,3,15,3.875,False,True,0,9.657142857142858
247,39,HR,Senior Developer,Bachelor's,Single,2,29,female,False,,Junior,2,2024,151,5,5,1,75.5,False,False,0,50.733333333333334
248,45,Operations,HR Specialist,Bachelor's,Divorced,20,23,male,False,,Senior,4,2011,140,3,5,14,9.333333333333334,False,False,0,7.466666666666667
249,51,Operations,Marketing Lead,Bachelor's,Divorced,16,30,male,False,5.0,Senior,3,2014,53,3,2,11,4.416666666666667,True,False,0,3.7176470588235295
250,54,Finance,Manager,Bachelor's,Married,1,33,male,False,,Junior,1,2016,17,4,5,9,1.7,False,False,0,8.7
251,47,Sales,Marketing Lead,Bachelor's,Divorced,6,19,male,False,,Senior,3,2017,163,3,5,8,18.11111111111111,False,False,0,23.885714285714286
252,29,Operations,HR Specialist,Bachelor's,Single,7,18,agender,False,,Senior,3,2012,20,3,5,13,1.4285714285714286,False,False,0,3.1
253,23,Operations,Data Analyst,PhD,Single,3,28,agender,True,5.0,Mid,5,2023,148,1,1,2,49.333333333333336,True,True,1,38.0
253,23,Operations,Data Analyst,PhD,Single,3,28,agender,False,4.0,Mid,5,2023,148,1,1,2,49.333333333333336,True,True,0,38.0
254,37,Marketing,Senior Developer,PhD,Divorced,13,34,male,False,,Senior,4,2013,147,5,5,12,11.307692307692308,False,False,0,11.3
255,45,Sales,Data Analyst,Bachelor's,Married,10,46,female,False,,Senior,2,2023,59,3,3,2,19.666666666666668,False,False,0,5.763636363636364
256,53,IT,Marketing Lead,Bachelor's,Divorced,7,15,female,False,,Senior,4,2023,11,2,5,2,3.6666666666666665,False,True,0,2.175
257,60,Finance,Developer,Bachelor's,Divorced,8,20,male,False,,Senior,1,2018,135,3,2,7,16.875,True,False,0,15.2
258,50,Sales,HR Specialist,Bachelor's,Divorced,10,41,genderfluid,False,,Senior,3,2014,16,3,5,11,1.3333333333333333,False,False,0,2.0545454545454547
259,33,IT,Marketing Lead,PhD,Divorced,17,6,male,False,,Senior,4,2023,104,4,2,2,34.666666666666664,True,False,0,6.5777777777777775
260,52,Finance,Marketing Lead,Master's,Single,3,20,female,False,,Mid,1,2019,62,1,3,6,8.857142857142858,False,True,0,15.7
261,59,Finance,Developer,Master's,Divorced,15,27,bigender,False,,Senior,5,2020,82,4,2,5,13.666666666666666,True,False,0,6.125
262,57,HR,Manager,Master's,Single,2,50,female,False,4.0,Junior,2,2017,156,3,1,8,17.333333333333332,True,False,0,52.4
262,57,HR,Manager,Master's,Single,2,50,female,False,3.0,Junior,2,2017,156,3,1,8,17.333333333333332,True,False,0,52.4
263,44,IT,Manager,Bachelor's,Divorced,12,21,male,False,,Senior,4,2023,119,3,2,2,39.666666666666664,True,False,0,9.953846153846154
264,44,Finance,Marketing Lead,PhD,Single,17,6,male,False,,Senior,2,2020,197,1,5,5,32.833333333333336,False,True,0,11.344444444444445
265,32,Operations,HR Specialist,Master's,Married,1,41,male,False,,Junior,2,2019,123,5,2,6,17.571428571428573,True,False,0,61.9
266,38,HR,Data Analyst,Bachelor's,Single,6,6,female,False,,Senior,3,2011,143,1,2,14,9.533333333333333,True,True,0,21.02857142857143
267,27,HR,Developer,Master's,Married,11,5,male,False,,Senior,5,2016,42,3,5,9,4.2,False,False,0,4.5
268,40,Sales,Manager,Bachelor's,Married,14,47,female,False,,Senior,1,2012,126,1,5,13,9.0,False,True,0,8.6
269,23,Operations,Marketing Lead,Bachelor's,Divorced,13,16,female,False,,Senior,5,2020,85,5,4,5,14.166666666666666,False,False,0,7.071428571428571
270,46,Operations,HR Specialist,Bachelor's,Single,6,6,genderqueer,False,,Senior,4,2010,38,4,2,15,2.375,True,False,0,6.228571428571429
271,25,Marketing,Data Analyst,Bachelor's,Single,4,11,male,False,,Mid,1,2012,193,2,3,13,13.785714285714286,False,True,0,38.800000000000004
272,32,Marketing,Manager,Bachelor's,Divorced,5,37,female,True,4.0,Senior,3,2012,190,2,1,13,13.571428571428571,True,True,1,32.266666666666666
272,32,Marketing,Manager,Bachelor's,Divorced,5,37,female,True,1.0,Senior,3,2012,190,2,1,13,13.571428571428571,True,True,1,32.266666666666666
273,58,Finance,Senior Developer,Bachelor's,Divorced,18,4,male,False,,Senior,4,2023,40,1,4,2,13.333333333333334,False,True,0,2.905263157894737
274,35,Finance,Data Analyst,Master's,Divorced,14,6,female,False,,Senior,4,2021,123,5,3,4,24.6,False,False,0,9.0
275,36,Finance,Data Analyst,Bachelor's,Married,16,48,male,False,,Senior,2,2020,120,1,4,5,20.0,False,True,0,7.458823529411765
276,36,Sales,Marketing Lead,Bachelor's,Divorced,3,19,female,False,,Mid,1,2013,136,2,5,12,10.461538461538462,False,True,0,34.2
277,35,HR,Developer,Bachelor's,Divorced,13,36,female,False,,Senior,2,2012,77,2,4,13,5.5,False,True,0,5.9
278,39,Marketing,HR Specialist,Bachelor's,Single,7,32,female,False,2.0,Senior,1,2018,32,4,4,7,4.0,False,False,0,4.2
279,48,IT,Marketing Lead,PhD,Married,5,1,female,False,,Senior,4,2021,45,4,4,4,9.0,False,False,0,8.3
280,54,Marketing,Manager,Bachelor's,Married,7,28,male,True,5.0,Senior,3,2021,81,3,3,4,16.2,False,False,1,10.725
281,23,HR,Marketing Lead,Bachelor's,Divorced,10,44,male,False,,Senior,3,2018,197,3,2,7,24.625,True,False,0,18.50909090909091
282,22,HR,Marketing Lead,Bachelor's,Divorced,14,33,female,False,,Senior,2,2013,181,4,3,12,13.923076923076923,False,False,0,12.466666666666667
283,52,IT,Manager,PhD,Single,16,47,female,False,,Senior,1,2017,39,5,1,8,4.333333333333333,True,False,0,2.4941176470588236
284,30,Sales,Senior Developer,PhD,Divorced,6,9,male,True,1.0,Senior,2,2017,100,2,1,8,11.11111111111111,True,True,1,14.685714285714287
285,33,Marketing,HR Specialist,Bachelor's,Single,20,31,female,False,,Senior,1,2014,30,5,3,11,2.5,False,False,0,1.6285714285714286
286,60,Finance,Data Analyst,Bachelor's,Divorced,19,32,female,False,,Senior,3,2014,200,5,5,11,16.666666666666668,False,False,0,10.6
287,22,Operations,Data Analyst,Bachelor's,Married,10,33,female,False,,Senior,4,2020,66,4,3,5,11.0,False,False,0,6.8
288,36,Sales,Data Analyst,Bachelor's,Married,19,44,female,False,5.0,Senior,1,2011,196,1,2,14,13.066666666666666,True,True,0,10.0
289,38,Finance,Data Analyst,Bachelor's,Married,7,44,male,False,,Senior,3,2019,29,1,5,6,4.142857142857143,False,True,0,4.225
290,60,Marketing,Manager,PhD,Divorced,17,35,male,False,,Senior,4,2017,93,3,5,8,10.333333333333334,False,False,0,5.966666666666667
291,41,IT,Data Analyst,Bachelor's,Divorced,15,45,female,False,,Senior,4,2015,50,3,1,10,4.545454545454546,True,False,0,3.925
292,39,Sales,Data Analyst,Master's,Single,9,8,female,False,,Senior,5,2020,139,1,1,5,23.166666666666668,True,True,0,14.9
293,49,Marketing,Marketing Lead,Bachelor's,Married,7,26,female,False,,Senior,2,2014,95,2,4,11,7.916666666666667,False,True,0,12.275
294,46,Finance,Marketing Lead,Bachelor's,Single,1,1,female,False,,Junior,3,2016,80,5,2,9,8.0,True,False,0,40.6
295,44,Marketing,Developer,Master's,Divorced,5,40,female,False,4.0,Senior,2,2016,126,1,2,9,12.6,True,True,0,21.4
296,51,Operations,Marketing Lead,Bachelor's,Single,15,13,female,False,,Senior,1,2021,171,4,4,4,34.2,False,False,0,10.8875
297,38,HR,Manager,Bachelor's,Divorced,3,48,male,False,,Mid,1,2022,198,5,2,3,49.5,True,False,0,49.7
298,35,HR,Developer,Bachelor's,Married,13,1,female,False,,Senior,4,2011,141,1,2,14,9.4,True,True,0,10.871428571428572
299,51,Marketing,Marketing Lead,Bachelor's,Divorced,20,46,female,False,,Senior,3,2017,182,3,4,8,20.22222222222222,False,False,0,9.266666666666666
300,41,Finance,Manager,Bachelor's,Married,8,28,male,False,,Senior,3,2016,28,3,2,9,2.8,True,False,0,3.7111111111111112
301,55,HR,HR Specialist,Bachelor's,Single,17,45,male,False,,Senior,2,2023,190,4,4,2,63.333333333333336,False,False,0,10.955555555555556
302,47,Marketing,HR Specialist,Master's,Single,11,35,female,False,,Senior,2,2016,186,4,4,9,18.6,False,False,0,15.9
303,59,Marketing,Marketing Lead,Bachelor's,Divorced,19,48,female,False,,Senior,3,2012,90,1,5,13,6.428571428571429,False,True,0,5.1
304,28,Operations,HR Specialist,Bachelor's,Divorced,16,23,male,False,,Senior,4,2010,19,2,2,15,1.1875,True,True,0,1.9176470588235295
305,22,Finance,Marketing Lead,Bachelor's,Single,15,16,male,False,,Senior,4,2014,120,3,2,11,10.0,True,False,0,8.3
306,54,HR,Data Analyst,Master's,Married,15,48,polygender,False,,Senior,4,2017,35,1,3,8,3.888888888888889,False,True,0,2.9875
307,45,Finance,Developer,Master's,Married,19,43,female,False,,Senior,5,2011,190,4,1,14,12.666666666666666,True,False,0,10.5
308,57,Finance,HR Specialist,Master's,Divorced,2,34,female,True,2.0,Junior,2,2019,143,1,2,6,20.428571428571427,True,True,1,48.06666666666666
309,60,Operations,Developer,Bachelor's,Married,3,44,male,False,,Mid,4,2016,91,2,3,9,9.1,False,True,0,23.55
310,60,Finance,Developer,Bachelor's,Single,10,39,genderfluid,False,,Senior,3,2010,58,5,2,15,3.625,True,False,0,5.872727272727272
311,40,HR,Developer,Bachelor's,Single,15,3,female,False,,Senior,5,2019,152,3,4,6,21.714285714285715,False,False,0,10.5
312,41,HR,Senior Developer,Bachelor's,Divorced,12,39,female,True,4.0,Senior,4,2014,179,3,1,11,14.916666666666666,True,False,1,14.56923076923077
313,28,Sales,Manager,Bachelor's,Divorced,10,29,female,True,2.0,Senior,1,2010,170,5,5,15,10.625,False,False,1,15.654545454545454
314,52,IT,Data Analyst,Bachelor's,Married,13,11,female,False,,Senior,5,2020,19,5,2,5,3.1666666666666665,True,False,0,2.357142857142857
315,26,Marketing,Marketing Lead,Bachelor's,Single,20,44,female,False,,Senior,5,2020,172,5,2,5,28.666666666666668,True,False,0,9.19047619047619
316,43,IT,Data Analyst,Master's,Single,6,49,female,False,1.0,Senior,2,2024,170,2,4,1,85.0,False,True,0,24.685714285714283
317,39,Operations,Developer,Bachelor's,Married,14,34,male,False,,Senior,1,2020,12,1,2,5,2.0,True,True,0,1.0
318,42,Finance,Data Analyst,Bachelor's,Divorced,8,15,female,False,,Senior,5,2019,72,3,3,6,10.285714285714286,False,False,0,9.0
319,39,Sales,Marketing Lead,Bachelor's,Divorced,6,12,female,False,,Senior,5,2017,45,5,3,8,5.0,False,False,0,7.428571428571429
320,38,Sales,Developer,Bachelor's,Divorced,20,5,female,False,,Senior,2,2010,160,4,1,15,10.0,True,False,0,8.019047619047619
321,41,Operations,Manager,PhD,Divorced,14,24,female,False,,Senior,3,2024,106,2,1,1,53.0,True,True,0,7.666666666666666
322,34,Marketing,Data Analyst,Master's,Divorced,15,9,male,False,,Senior,3,2024,66,4,5,1,33.0,False,False,0,4.725
323,31,Marketing,HR Specialist,Bachelor's,Divorced,13,33,female,False,5.0,Senior,1,2015,182,3,3,10,16.545454545454547,False,False,0,13.2
324,55,IT,Marketing Lead,PhD,Divorced,6,23,female,False,2.0,Senior,2,2012,60,2,5,13,4.285714285714286,False,True,0,8.971428571428572
325,37,IT,Senior Developer,Bachelor's,Divorced,19,4,female,True,4.0,Senior,4,2017,77,3,1,8,8.555555555555555,True,False,1,4.65
326,25,HR,Marketing Lead,Bachelor's,Married,4,28,female,False,,Mid,2,2024,130,5,5,1,65.0,False,False,0,26.4
327,60,IT,Manager,Master's,Single,13,32,female,False,,Senior,4,2021,48,1,4,4,9.6,False,True,0,4.228571428571429
328,47,IT,Data Analyst,PhD,Single,2,25,female,False,,Junior,3,2017,134,5,2,8,14.88888888888889,True,False,0,45.266666666666666
329,42,Finance,Developer,PhD,Single,8,11,female,False,,Senior,1,2014,57,4,4,11,4.75,False,False,0,6.533333333333333
330,30,Operations,Data Analyst,Bachelor's,Divorced,6,24,male,False,,Senior,4,2010,197,2,3,15,12.3125,False,True,0,28.942857142857143
331,23,Sales,Marketing Lead,Bachelor's,Divorced,9,8,female,False,,Senior,3,2012,137,3,1,13,9.785714285714286,True,False,0,14.299999999999999
332,53,IT,Manager,PhD,Divorced,18,22,female,False,,Senior,5,2015,82,3,5,10,7.454545454545454,False,False,0,5.315789473684211
333,40,HR,Developer,Bachelor's,Divorced,10,44,female,False,,Senior,1,2018,43,1,5,7,5.375,False,True,0,4.109090909090909
334,38,IT,HR Specialist,Master's,Married,3,16,female,False,,Mid,4,2023,60,4,4,2,20.0,False,False,0,15.8
335,48,Finance,Manager,Bachelor's,Divorced,7,35,female,False,,Senior,2,2023,172,2,2,2,57.333333333333336,True,True,0,21.9
336,47,Marketing,Senior Developer,PhD,Single,16,50,female,False,,Senior,4,2018,32,1,1,7,4.0,True,True,0,2.682352941176471
337,46,Finance,Marketing Lead,Bachelor's,Divorced,14,8,female,False,,Senior,5,2013,142,4,3,12,10.923076923076923,False,False,0,10.466666666666667
338,24,HR,Manager,Bachelor's,Divorced,18,19,male,False,,Senior,1,2015,195,2,3,10,17.727272727272727,False,True,0,10.463157894736842
339,59,Marketing,Developer,PhD,Married,4,20,male,False,,Mid,1,2024,64,3,1,1,32.0,True,False,0,13.0
340,58,Sales,Developer,Master's,Married,12,31,female,False,,Senior,2,2021,10,3,4,4,2.0,False,False,0,1.1692307692307693
341,34,HR,Senior Developer,Master's,Single,3,19,male,False,,Mid,2,2018,121,4,3,7,15.125,False,False,0,30.65
342,43,HR,Marketing Lead,Bachelor's,Divorced,4,17,female,False,,Mid,4,2016,27,5,1,9,2.7,True,False,0,6.2
343,36,Operations,Developer,Bachelor's,Divorced,17,14,female,False,,Senior,5,2018,135,3,4,7,16.875,False,False,0,8.5
344,56,IT,Developer,Master's,Married,11,1,male,False,,Senior,2,2011,152,1,4,14,10.133333333333333,False,True,0,13.066666666666666
345,52,HR,Developer,PhD,Single,14,48,female,False,,Senior,5,2012,166,2,5,13,11.857142857142858,False,True,0,12.066666666666666
346,44,Operations,Manager,Bachelor's,Single,15,41,female,False,,Senior,4,2020,63,2,2,5,10.5,True,True,0,4.7375
347,54,Sales,Data Analyst,PhD,Married,6,37,female,False,,Senior,2,2012,191,1,4,13,13.642857142857142,False,True,0,27.685714285714283
348,41,Sales,Manager,Master's,Married,9,26,male,False,3.0,Senior,3,2015,55,3,3,10,5.0,False,False,0,6.1
349,32,Operations,Marketing Lead,PhD,Divorced,7,14,female,False,,Senior,2,2020,19,2,2,5,3.1666666666666665,True,True,0,2.775
350,57,Sales,Senior Developer,Master's,Single,17,20,male,False,,Senior,2,2021,117,1,5,4,23.4,False,True,0,6.9
351,33,HR,Marketing Lead,PhD,Single,2,42,female,False,,Junior,5,2019,186,5,1,6,26.571428571428573,True,False,0,63.0
352,40,Finance,Data Analyst,Bachelor's,Married,15,33,male,False,,Senior,1,2015,77,3,1,10,7.0,True,False,0,5.0125
353,28,HR,Senior Developer,PhD,Married,1,3,male,False,,Junior,3,2017,167,5,5,8,18.555555555555557,False,False,0,84.1
354,52,IT,Data Analyst,Master's,Married,3,30,female,False,,Mid,3,2021,107,4,5,4,21.4,False,False,0,27.35
355,30,Sales,HR Specialist,PhD,Single,15,40,male,False,,Senior,1,2023,171,5,3,2,57.0,False,False,0,10.8875
356,38,IT,Developer,Bachelor's,Married,13,32,male,False,,Senior,3,2022,159,4,2,3,39.75,True,False,0,11.957142857142857
357,57,Operations,Senior Developer,Bachelor's,Single,11,4,female,True,5.0,Senior,3,2012,70,5,4,13,5.0,False,False,1,6.433333333333333
357,57,Operations,Senior Developer,Bachelor's,Single,11,4,female,False,2.0,Senior,3,2012,70,5,4,13,5.0,False,False,0,6.433333333333333
358,33,Sales,Developer,PhD,Married,13,23,female,False,,Senior,5,2014,173,3,4,11,14.416666666666666,False,False,0,13.357142857142858
359,43,IT,Data Analyst,Master's,Single,7,1,male,False,,Senior,1,2022,99,5,4,3,24.75,False,False,0,12.575
360,27,Marketing,Senior Developer,Bachelor's,Married,13,40,female,False,,Senior,4,2022,133,4,1,3,33.25,True,False,0,10.3
361,36,Marketing,HR Specialist,Bachelor's,Single,2,30,female,False,,Junior,4,2020,145,4,1,5,24.166666666666668,True,False,0,49.13333333333333
362,44,Sales,Senior Developer,PhD,Divorced,1,22,female,False,,Junior,4,2014,178,5,3,11,14.833333333333334,False,False,0,89.8
363,36,IT,Marketing Lead,Bachelor's,Divorced,9,20,female,False,,Senior,4,2024,56,1,3,1,28.0,False,True,0,6.3999999999999995
364,41,HR,Manager,PhD,Single,4,23,female,False,4.0,Mid,3,2016,86,3,3,9,8.6,False,False,0,17.8
365,48,Operations,Developer,PhD,Divorced,5,7,female,False,,Senior,3,2011,69,3,5,14,4.6,False,False,0,12.1
366,43,Finance,Manager,Bachelor's,Divorced,11,1,female,False,,Senior,5,2024,84,3,3,1,42.0,False,False,0,8.0
367,45,HR,Senior Developer,Bachelor's,Divorced,15,23,male,False,,Senior,4,2023,181,3,4,2,60.333333333333336,False,False,0,12.1125
368,38,HR,Marketing Lead,Bachelor's,Single,16,47,female,False,,Senior,5,2020,134,4,3,5,22.333333333333332,False,False,0,8.882352941176471
369,59,Finance,Senior Developer,PhD,Single,15,12,female,False,,Senior,3,2017,135,2,3,8,15.0,False,True,0,9.0375
370,40,Finance,HR Specialist,PhD,Divorced,3,26,female,False,,Mid,1,2016,171,4,1,9,17.1,True,False,0,42.95
371,51,IT,HR Specialist,Bachelor's,Single,3,23,female,False,,Mid,2,2017,110,4,1,8,12.222222222222221,True,False,0,27.9
372,29,Finance,HR Specialist,Bachelor's,Divorced,18,1,male,True,2.0,Senior,4,2019,163,2,1,6,23.285714285714285,True,True,1,9.378947368421054
373,52,Marketing,Senior Developer,Bachelor's,Single,8,7,female,False,,Senior,4,2020,101,5,4,5,16.833333333333332,False,False,0,12.022222222222222
374,25,Finance,Data Analyst,Master's,Single,15,28,male,False,,Senior,3,2012,149,2,2,13,10.642857142857142,True,True,0,9.9125
375,59,Operations,HR Specialist,Bachelor's,Divorced,5,32,male,False,,Senior,2,2019,133,4,5,6,19.0,False,False,0,22.566666666666666
376,59,HR,Data Analyst,Master's,Single,16,13,male,False,,Senior,5,2021,85,3,4,4,17.0,False,False,0,6.0
377,26,Operations,Data Analyst,Bachelor's,Divorced,9,6,female,False,,Senior,5,2024,34,4,2,1,17.0,True,False,0,4.4
378,52,Operations,Senior Developer,PhD,Single,6,34,female,False,,Senior,2,2018,66,1,5,7,8.25,False,True,0,9.82857142857143
379,34,Operations,Senior Developer,Bachelor's,Married,6,33,genderfluid,False,,Senior,5,2022,38,5,4,3,9.5,False,False,0,6.428571428571429
380,54,Sales,Marketing Lead,Bachelor's,Married,1,10,female,False,,Junior,4,2020,83,1,3,5,13.833333333333334,False,True,0,42.3
381,29,Marketing,Data Analyst,PhD,Divorced,20,27,female,False,,Senior,4,2018,117,4,1,7,14.625,True,False,0,6.371428571428571
382,46,Finance,Developer,PhD,Married,4,8,male,False,,Mid,3,2014,124,5,4,11,10.333333333333334,False,False,0,25.400000000000002
383,55,Operations,Manager,Master's,Single,6,32,female,True,3.0,Senior,4,2012,93,3,5,13,6.642857142857143,False,False,1,14.085714285714287
384,41,Finance,Data Analyst,Master's,Divorced,10,1,female,False,,Senior,3,2021,73,1,5,4,14.6,False,True,0,7.236363636363636
385,48,Sales,Developer,PhD,Single,4,10,female,False,,Mid,5,2015,179,2,5,10,16.272727272727273,False,True,0,36.8
386,25,IT,Manager,Master's,Married,18,50,female,False,,Senior,1,2019,118,5,4,6,16.857142857142858,False,False,0,6.410526315789474
387,31,HR,Manager,PhD,Divorced,13,43,male,False,,Senior,1,2019,39,3,5,6,5.571428571428571,False,False,0,2.9857142857142858
388,30,Sales,Senior Developer,PhD,Divorced,6,17,female,False,,Senior,1,2015,55,3,5,10,5.0,False,False,0,8.057142857142857
389,34,IT,HR Specialist,PhD,Divorced,3,15,male,False,,Mid,1,2019,128,3,4,6,18.285714285714285,False,False,0,32.2
390,43,HR,HR Specialist,Master's,Married,1,31,female,False,,Junior,1,2019,91,3,1,6,13.0,True,False,0,45.7
391,48,Operations,HR Specialist,Bachelor's,Divorced,9,26,female,False,,Senior,5,2023,179,4,5,2,59.666666666666664,False,False,0,18.9
392,58,Finance,Developer,PhD,Married,5,24,male,False,3.0,Senior,4,2016,39,4,1,9,3.9,True,False,0,7.3
393,51,IT,HR Specialist,Bachelor's,Single,15,20,male,False,,Senior,1,2011,98,1,5,14,6.533333333333333,False,True,0,6.325
394,31,Sales,Data Analyst,Bachelor's,Single,12,24,male,False,,Senior,4,2010,188,2,1,15,11.75,True,True,0,15.261538461538462
